rosbagTimestamp,position,x,y,z,orientation,x,y,z,w
1576079647601961561,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079647652080604,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079647702073026,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079647752051175,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079647802028990,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079647852080352,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079647902055638,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079647952050366,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648002254598,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648052052186,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648102036886,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648152065285,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648202108091,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648252160470,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648302104518,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648352079519,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648402056789,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648452088968,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648502063115,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648552068534,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648602071250,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648652088932,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648702086536,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648752088874,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648802136972,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648852108798,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648902180860,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079648952067051,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649002269391,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649052079353,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649102047405,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649152121835,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649202093267,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649254547276,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649302143740,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649352096880,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649402133644,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649452103055,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649502032435,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649552055689,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649602076434,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649652065979,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649702054629,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649752079108,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649802081849,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649852092593,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649902115875,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079649952106358,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
