rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1576079640030285561,,70027,,1576079640,30185735,"""world""",,,-0.204639837146,0.0194957535714,2.59309744835,,-0.00872641336173,0.0477635487914,0.0106287263334,-0.998763978481
1576079640050230366,,70028,,1576079640,50159783,"""world""",,,-0.204648464918,0.0195167846978,2.59314584732,,-0.00894227530807,0.0479408428073,0.0105918515474,-0.998754024506
1576079640070150445,,70029,,1576079640,70055536,"""world""",,,-0.204640001059,0.0194896943867,2.59308576584,,-0.0086470162496,0.0477623231709,0.0105557246134,-0.998765587807
1576079640089818483,,70030,,1576079640,89743843,"""world""",,,-0.20464284718,0.0195077974349,2.59312176704,,-0.00882572401315,0.0480745397508,0.0105751836672,-0.998748838902
1576079640110122877,,70031,,1576079640,110030356,"""world""",,,-0.204654112458,0.0195131022483,2.59312224388,,-0.00883982144296,0.047721106559,0.0107709430158,-0.998763561249
1576079640130143168,,70032,,1576079640,130039874,"""world""",,,-0.204652711749,0.0194938331842,2.59309220314,,-0.00881172996014,0.0477762557566,0.0107722925022,-0.998761177063
1576079640150152308,,70033,,1576079640,150043112,"""world""",,,-0.204627737403,0.01950025931,2.59312462807,,-0.00890650879592,0.0480040833354,0.0105643142015,-0.998751580715
1576079640169955406,,70034,,1576079640,169873038,"""world""",,,-0.204637497663,0.0194827243686,2.5930929184,,-0.00865588895977,0.0477524287999,0.0106550222263,-0.998764872551
1576079640189995117,,70035,,1576079640,189882189,"""world""",,,-0.204615041614,0.0195032339543,2.59312343597,,-0.00874492619187,0.0481235012412,0.0104120448232,-0.998748838902
1576079640209960947,,70036,,1576079640,209826347,"""world""",,,-0.204641506076,0.0194938182831,2.59308362007,,-0.00875637214631,0.0476991720498,0.0107206674293,-0.99876588583
1576079640229852474,,70037,,1576079640,229759247,"""world""",,,-0.204627484083,0.0194837320596,2.59309792519,,-0.00868560932577,0.047797486186,0.0108053721488,-0.99876087904
1576079640250851797,,70038,,1576079640,250716451,"""world""",,,-0.204631879926,0.0194933190942,2.59308934212,,-0.00873586162925,0.0476982370019,0.0106667121872,-0.998766720295
1576079640270639784,,70039,,1576079640,270541507,"""world""",,,-0.204630449414,0.0195084977895,2.59311342239,,-0.00878204312176,0.0479818619788,0.0105563458055,-0.998753786087
1576079640289910519,,70040,,1576079640,289800328,"""world""",,,-0.204657763243,0.0194937195629,2.59309339523,,-0.00878758076578,0.0477104671299,0.0107839619741,-0.998764395714
1576079640310102809,,70041,,1576079640,310012009,"""world""",,,-0.204618543386,0.0195067692548,2.59313440323,,-0.00880464632064,0.0479614250362,0.010466709733,-0.998755633831
1576079640329964004,,70042,,1576079640,329850716,"""world""",,,-0.204656794667,0.0194948017597,2.59309577942,,-0.00879027508199,0.0477572306991,0.0107881240547,-0.998762071133
1576079640349933368,,70043,,1576079640,349859556,"""world""",,,-0.204645976424,0.0194845404476,2.59308958054,,-0.00870620459318,0.0478171519935,0.0106650078669,-0.998761296272
1576079640370710872,,70044,,1576079640,370621562,"""world""",,,-0.204647511244,0.0194963365793,2.59309244156,,-0.00881794374436,0.0477701760828,0.0107738589868,-0.998761296272
1576079640390873423,,70045,,1576079640,390765499,"""world""",,,-0.204651862383,0.0194959938526,2.59309267998,,-0.00876545161009,0.0477938018739,0.0106519823894,-0.998761951923
1576079640411108214,,70046,,1576079640,411027685,"""world""",,,-0.20465041697,0.0195026118308,2.59309411049,,-0.0087007265538,0.0477928631008,0.0107304761186,-0.998761773109
1576079640429852637,,70047,,1576079640,429769259,"""world""",,,-0.20464849472,0.0195312593132,2.5931429863,,-0.00900003220886,0.0478815436363,0.0106747997925,-0.998755514622
1576079640449866255,,70048,,1576079640,449772106,"""world""",,,-0.204639554024,0.0195076800883,2.59308648109,,-0.00863804388791,0.0477910451591,0.0105116181076,-0.998764693737
1576079640469779373,,70049,,1576079640,469692227,"""world""",,,-0.204641819,0.0195016935468,2.59311389923,,-0.00881000980735,0.0480476729572,0.0106586208567,-0.998749375343
1576079640490218559,,70050,,1576079640,490133504,"""world""",,,-0.204627662897,0.0195046663284,2.59310030937,,-0.00868724752218,0.047798037529,0.010695646517,-0.998762011528
1576079640509890796,,70051,,1576079640,509800536,"""world""",,,-0.204644843936,0.0195145886391,2.59309434891,,-0.00875919871032,0.0476798936725,0.0107544939965,-0.998766362667
1576079640529884449,,70052,,1576079640,529778692,"""world""",,,-0.204651385546,0.0195138957351,2.59308981895,,-0.00889687333256,0.047799192369,0.0105864899233,-0.998761296272
1576079640550000249,,70053,,1576079640,549911835,"""world""",,,-0.204640597105,0.0195153597742,2.59312939644,,-0.00876370538026,0.0480282232165,0.0105450693518,-0.998751938343
1576079640569883714,,70054,,1576079640,569777405,"""world""",,,-0.204640045762,0.0195248275995,2.59313225746,,-0.00870365463197,0.0480110347271,0.0103919114918,-0.998754799366
1576079640589783273,,70055,,1576079640,589707277,"""world""",,,-0.20464541018,0.0195264983922,2.5931456089,,-0.00881543755531,0.0480206757784,0.0105024473742,-0.998752295971
1576079640610203359,,70056,,1576079640,610129303,"""world""",,,-0.204722672701,0.0194992795587,2.59308767319,,-0.00923709012568,0.0485719367862,0.0103576714173,-0.998723328114
1576079640629946267,,70057,,1576079640,629849765,"""world""",,,-0.204651966691,0.0195162538439,2.5931224823,,-0.00890959892422,0.047983404249,0.0105137797073,-0.998753070831
1576079640649954051,,70058,,1576079640,649866615,"""world""",,,-0.204637676477,0.0195048134774,2.59311366081,,-0.00863255187869,0.0479668341577,0.0104889879003,-0.998756527901
1576079640670290657,,70059,,1576079640,670205438,"""world""",,,-0.204646468163,0.019508594647,2.59312105179,,-0.00874552875757,0.0480046235025,0.010486388579,-0.998753786087
1576079640689896392,,70060,,1576079640,689811742,"""world""",,,-0.204646408558,0.0195309091359,2.59314322472,,-0.00895301997662,0.0479871369898,0.0105120576918,-0.998752593994
1576079640712090126,,70061,,1576079640,711982497,"""world""",,,-0.204649373889,0.0195338577032,2.59313511848,,-0.00871951784939,0.0479819141328,0.0103885158896,-0.998756170273
1576079640730033155,,70062,,1576079640,729945436,"""world""",,,-0.204641446471,0.0195147600025,2.59315490723,,-0.0090129012242,0.047965940088,0.0105564687401,-0.998752593994
1576079640749840843,,70063,,1576079640,749759487,"""world""",,,-0.204643473029,0.0195028018206,2.59312677383,,-0.00884872023016,0.0479738339782,0.0105335554108,-0.998753845692
1576079640769855026,,70064,,1576079640,769777717,"""world""",,,-0.204642131925,0.0195277649909,2.59315609932,,-0.00894496310502,0.0479073263705,0.0105887176469,-0.998755693436
1576079640790058203,,70065,,1576079640,789980017,"""world""",,,-0.204645186663,0.0195351503789,2.59314227104,,-0.0088358130306,0.0479086823761,0.01055468712,-0.998756945133
1576079640810511798,,70066,,1576079640,810427608,"""world""",,,-0.204646468163,0.019517948851,2.59311747551,,-0.00889801140875,0.0476869046688,0.0107299843803,-0.99876511097
1576079640829747714,,70067,,1576079640,829668434,"""world""",,,-0.204644963145,0.0195085089654,2.59312486649,,-0.00874521955848,0.0479610823095,0.0105679519475,-0.998755097389
1576079640850062237,,70068,,1576079640,849934346,"""world""",,,-0.204645559192,0.0194963309914,2.59310007095,,-0.0085665686056,0.0477674975991,0.0105664245784,-0.998765826225
1576079640869834895,,70069,,1576079640,869737572,"""world""",,,-0.204636231065,0.0195142365992,2.59313154221,,-0.00880893692374,0.0480039194226,0.0103959077969,-0.998754262924
1576079640889864398,,70070,,1576079640,889758357,"""world""",,,-0.204649999738,0.0195137467235,2.59314393997,,-0.00900489650667,0.0479237213731,0.0106677608564,-0.998753488064
1576079640910029850,,70071,,1576079640,909934882,"""world""",,,-0.204639881849,0.0195139534771,2.59312367439,,-0.00884735118598,0.0479634143412,0.0105293514207,-0.998754441738
1576079640930160878,,70072,,1576079640,930074876,"""world""",,,-0.204634130001,0.0194988660514,2.59309530258,,-0.00870925933123,0.0478126965463,0.0106117175892,-0.998761951923
1576079640950218829,,70073,,1576079640,950072996,"""world""",,,-0.204653725028,0.0194963812828,2.59310913086,,-0.00869625434279,0.0477342382073,0.0105850696564,-0.998766124249
1576079640969945703,,70074,,1576079640,969816356,"""world""",,,-0.204642951488,0.0195007808506,2.59311461449,,-0.0088985003531,0.0477179065347,0.0107721630484,-0.998763203621
1576079640989779981,,70075,,1576079640,989680460,"""world""",,,-0.204642131925,0.0195165071636,2.59315133095,,-0.00888033490628,0.0479041934013,0.0105933584273,-0.998756349087
1576079641009810863,,70076,,1576079641,9728726,"""world""",,,-0.204640343785,0.0195026658475,2.59312987328,,-0.00888211000711,0.0479682870209,0.0105403587222,-0.998753786087
1576079641030013212,,70077,,1576079641,29878485,"""world""",,,-0.204638004303,0.0195076819509,2.59313488007,,-0.00871580000967,0.0480936355889,0.0103689515963,-0.998750984669
1576079641049866534,,70078,,1576079641,49787548,"""world""",,,-0.204657047987,0.0195344947278,2.59315562248,,-0.00894341059029,0.0479150600731,0.0105384541675,-0.998755812645
1576079641069861185,,70079,,1576079641,69761610,"""world""",,,-0.204646706581,0.0195107124746,2.59309482574,,-0.0087122656405,0.0478648841381,0.0105592738837,-0.998760104179
1576079641090179607,,70080,,1576079641,90054121,"""world""",,,-0.204656779766,0.0194999072701,2.59308862686,,-0.00867001991719,0.0478082448244,0.010613151826,-0.99876254797
