rosbagTimestamp,x,y,theta
1576079640030293990,-0.204639837146,0.0194957535714,-0.0221673251591
1576079640050237262,-0.204648464918,0.0195167846978,-0.0221177476723
1576079640070158940,-0.204640001059,0.0194896943867,-0.0220131901267
1576079640089824602,-0.20464284718,0.0195077974349,-0.0220758972366
1576079640110125610,-0.204654112458,0.0195131022483,-0.022462700476
1576079640130153100,-0.204652711749,0.0194938331842,-0.022463877719
1576079640150153040,-0.204627737403,0.01950025931,-0.0220603812353
1576079640169957736,-0.204637497663,0.0194827243686,-0.0222131147146
1576079640189996901,-0.204615041614,0.0195032339543,-0.0217417145874
1576079640209963230,-0.204641506076,0.0194938182831,-0.0223533641313
1576079640229851264,-0.204627484083,0.0194837320596,-0.0225186262139
1576079640250851427,-0.204631879926,0.0194933190942,-0.0222431023686
1576079640270663259,-0.204630449414,0.0195084977895,-0.0220319479838
1576079640289914421,-0.204657763243,0.0194937195629,-0.022483607503
1576079640310123295,-0.204618543386,0.0195067692548,-0.0218537991162
1576079640330011763,-0.204656794667,0.0194948017597,-0.0224931973591
1576079640349961597,-0.204645976424,0.0194845404476,-0.022239311746
1576079640370716038,-0.204647511244,0.0194963365793,-0.0224674913094
1576079640390902730,-0.204651862383,0.0194959938526,-0.0222183655945
1576079640411116965,-0.20465041697,0.0195026118308,-0.0223696711468
1576079640429861133,-0.20464849472,0.0195312593132,-0.0222885023127
1576079640449884400,-0.204639554024,0.0195076800883,-0.0219244065113
1576079640469791386,-0.204641819,0.0195016935468,-0.0222412748187
1576079640490227347,-0.204627662897,0.0195046663284,-0.0222985879962
1576079640509899540,-0.204644843936,0.0195145886391,-0.0224211186116
1576079640529888943,-0.204651385546,0.0195138957351,-0.0220996341065
1576079640550015976,-0.204640597105,0.0195153597742,-0.0220085163103
1576079640569887673,-0.204640045762,0.0195248275995,-0.0216950012175
1576079640589806352,-0.20464541018,0.0195264983922,-0.0219277996722
1576079640610222567,-0.204722672701,0.0194992795587,-0.0216898315436
1576079640629958952,-0.204651966691,0.0195162538439,-0.0219588226311
1576079640649966833,-0.204637676477,0.0195048134774,-0.0218820753415
1576079640670301876,-0.204646468163,0.019508594647,-0.0218885079903
1576079640689907024,-0.204646408558,0.0195309091359,-0.0219596211155
1576079640712114186,-0.204649373889,0.0195338577032,-0.0216891090931
1576079640730035175,-0.204641446471,0.0195147600025,-0.0220540596931
1576079640749850730,-0.204643473029,0.0195028018206,-0.0219924541645
1576079640769858813,-0.204642131925,0.0195277649909,-0.0221110046057
1576079640790061490,-0.204645186663,0.0195351503789,-0.0220322541928
1576079640810518477,-0.204646468163,0.019517948851,-0.0223853461416
1576079640829750890,-0.204644963145,0.0195085089654,-0.0220512636903
1576079640850066128,-0.204645559192,0.0194963309914,-0.0220270681953
1576079640869834938,-0.204636231065,0.0195142365992,-0.0217130054352
1576079640889873760,-0.204649999738,0.0195137467235,-0.0222757439733
1576079640910032753,-0.204639881849,0.0195139534771,-0.02198366574
1576079640930163252,-0.204634130001,0.0194988660514,-0.0221325668577
1576079640950223728,-0.204653725028,0.0194963812828,-0.0220762171736
1576079640969958130,-0.204642951488,0.0195007808506,-0.0224706939467
1576079640989784800,-0.204642131925,0.0195165071636,-0.0221140457451
1576079641009810875,-0.204640343785,0.0195026658475,-0.0220092014728
1576079641030016515,-0.204638004303,0.0195076819509,-0.0216517993018
1576079641049871550,-0.204657047987,0.0195344947278,-0.0220101464338
1576079641069869660,-0.204646706581,0.0195107124746,-0.0220286848794
1576079641090183345,-0.204656779766,0.0194999072701,-0.0221315907396
1576079641110287284,-0.204648077488,0.0194996874779,-0.0219487161843
