rosbagTimestamp,position,x,y,z,orientation,x,y,z,w
1576079779010571358,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779010718114,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779060729551,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779110740965,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779160753800,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779210729470,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779260708072,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779310781892,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779360739875,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779410714463,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779460681031,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779510701512,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779560751070,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779610720453,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779660743999,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779710753447,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779760756335,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779810720981,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779860707486,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779910781763,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079779960726698,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780010918511,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780060707530,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780110731978,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780160759941,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780210738290,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780260710053,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780310791389,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780360752568,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780410734528,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780460735247,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780510729252,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780560698361,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780610719470,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780660720437,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780710750171,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780760734452,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780810723035,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780860748497,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780910735204,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079780960719648,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781010884880,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781060711174,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781110743308,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781160739611,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781210763052,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781260716469,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781310785786,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781360777037,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781410687661,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781460807845,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781510725669,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781560721366,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781610732691,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781660709780,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781710748020,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781760816373,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781810683505,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781860699586,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781910712504,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079781960770376,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079782010955396,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079782060764781,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079782110711921,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079782160685252,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576079782210722207,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
