rosbagTimestamp,position,x,y,z,orientation,x,y,z,w
1576079375782478644,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079375782597094,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079375832524345,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079375882452533,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079375932504818,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079375982482334,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376032748384,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376082460653,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376132607549,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376182521304,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376232526567,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376282489151,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376332459473,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376382546507,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376432516241,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376482504543,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376532498829,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376582549618,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376632507602,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376682488596,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376732518951,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376782499084,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376832584166,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376882538722,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376932529181,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079376982485312,,1172.0,1000.0,1370.0,,1183.0,1252.0,0.0,0.0
1576079377032716567,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377082580896,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377132733752,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377182525172,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377232514874,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377282514632,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377332510128,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377382567515,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377432534916,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377482472012,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377532459391,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377582538549,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377632509405,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377682508297,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377732539842,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377782519930,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377832498454,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377882473628,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377932515586,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079377982484578,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378032744560,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378082511540,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378132564701,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378182515307,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378232527635,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378282509625,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378332489306,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378382518637,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378432465119,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378482516654,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378532499346,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378582522528,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378632488928,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378682519590,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378732508549,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378782498005,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378832584501,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378882486845,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378932461485,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079378982507707,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079379032720896,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079379082519875,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079379132656983,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079379182604457,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079379232478208,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
1576079379282512024,,1000.0,1172.0,1370.0,,1252.0,1183.0,0.0,0.0
