rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1576079368293537692,,59886,,1576079368,141272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368294701376,,59887,,1576079368,142272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368295936880,,59888,,1576079368,143272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368297116824,,59889,,1576079368,144272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368303586317,,59890,,1576079368,145272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368303593323,,59891,,1576079368,146272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368303596252,,59892,,1576079368,147272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368303598670,,59893,,1576079368,148272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368303608239,,59894,,1576079368,149272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368304384573,,59895,,1576079368,150272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368305612733,,59896,,1576079368,151272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368306825033,,59897,,1576079368,152272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368308121805,,59898,,1576079368,153272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368309375529,,59899,,1576079368,154272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368310569478,,59900,,1576079368,156272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368311830064,,59901,,1576079368,157272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368313050852,,59902,,1576079368,158272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368314270632,,59903,,1576079368,160272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368315528816,,59904,,1576079368,161272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368316757912,,59905,,1576079368,162272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368317972356,,59906,,1576079368,163272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368319206958,,59907,,1576079368,164272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368320426988,,59908,,1576079368,165272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368321614629,,59909,,1576079368,166272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368322794069,,59910,,1576079368,167272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368324053302,,59911,,1576079368,168272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368325275978,,59912,,1576079368,169272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368326476461,,59913,,1576079368,170272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368327732401,,59914,,1576079368,171272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368328954988,,59915,,1576079368,172272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368330173710,,59916,,1576079368,173272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368331367349,,59917,,1576079368,174272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368332619734,,59918,,1576079368,175272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368333836057,,59919,,1576079368,176272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368335077776,,59920,,1576079368,178272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368336293773,,59921,,1576079368,179272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368337505546,,59922,,1576079368,182272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576079368338762010,,59923,,1576079368,183272960,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
