rosbagTimestamp,position,x,y,z,orientation,x,y,z,w
1576080090282928312,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080090332822771,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080090382878251,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080090432898769,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080090482897192,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080090532873237,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080090582845208,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080090632891302,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080090682892157,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080090732851182,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080090782875940,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080090832875103,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080090882924148,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080090932835204,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080090982895439,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080091033221022,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080091082965521,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080091132928322,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080091182872653,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080091232873413,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080091282815787,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080091332847951,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080091382854337,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080091432896325,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080091482867068,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080091532861929,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
1576080091582918991,,1183.0,1000.0,1375.0,,1193.0,1273.0,0.0,0.0
