rosbagTimestamp,position,x,y,z,orientation,x,y,z,w
1576080628826380964,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080628876459509,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080628926432395,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080628976419064,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629026897236,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629076454000,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629126440466,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629176425329,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629226428714,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629276426478,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629326474386,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629376439547,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629426410448,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629476425417,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629526438133,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629576398639,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629626554935,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629676445096,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629726409505,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629776448090,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629826390394,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629876476254,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629926478398,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080629976413793,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080630027649875,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080630076441136,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
1576080630126442652,,1000.0,1183.0,1375.0,,1273.0,1193.0,0.0,0.0
