rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1576080620647127222,,166741,,1576080620,593756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620648308792,,166742,,1576080620,594756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620649496311,,166743,,1576080620,596756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620650686782,,166744,,1576080620,598756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620651867366,,166745,,1576080620,599756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620653063284,,166746,,1576080620,600756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620654249633,,166747,,1576080620,601756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620655432210,,166748,,1576080620,602756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620656596406,,166749,,1576080620,603756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620657789466,,166750,,1576080620,604756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620658968011,,166751,,1576080620,605756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620660124927,,166752,,1576080620,606756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620661355188,,166753,,1576080620,607756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620662562626,,166754,,1576080620,608756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620663734428,,166755,,1576080620,609756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620664909718,,166756,,1576080620,610756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620666097372,,166757,,1576080620,611756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620667257348,,166758,,1576080620,612756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
1576080620668492223,,166759,,1576080620,613756111,'',,,1000.0,1000.0,1000.0,,1000.0,1000.0,0.0,0.0
